dog ID,nose print image,width,height,laplacian_variance
1674,p5UGUSRRRX-dLIQ-nTfUAAAAACMAARAD.jpg,282,282,25.057710836312992
1675,fXDwsspzRv-q4W6veBFS-AAAACMAARAD.jpg,223,223,85.52603036548341
1675,P0IWpKbjTBqFI76B1PYcJQAAACMAARAD.jpg,316,316,86.85564546547411
1676,ieCfa_iHTeivCv17vvdxeQAAACMAARAD.jpg,139,139,438.2650966140756
1676,P3f82F8YQDC-PwDjJ82F0QAAACMAARAD.jpg,243,243,116.41974555971407
1677,XZQQB9qMTt2N06dxQS8JMQAAACMAARAD.jpg,245,245,99.61798532188708
1677,P5_GOwRCTxixQ3eVGD6jdwAAACMAARAD.jpg,160,160,1979.1186385726928
1678,PL8j8RPtQ4GDrZEoxghrDQAAACMAARAD.jpg,217,217,652.4863984661249
1678,eNmm7WhrTbmFlugsQxlvUAAAACMAARAD.jpg,236,236,494.76652286560943
1679,ll0duvwZRIqA0rl0VAT2UwAAACMAARAD.jpg,180,180,1528.7160530778463
1679,PPf1ByjVQ6-umVgvBiRAQAAAACMAARAD.jpg,220,220,1355.6316941995085
1680,rEKH5mauQMCeNm4wDrFfGAAAACMAARAD.jpg,226,226,310.45684285370004
1680,Q4XHVQsgRY6CvuyAthjeZwAAACMAARAD.jpg,294,294,79.71945693237457
1681,QGcp0dRKSfG97ELTnq5gGwAAACMAARAD.jpg,276,276,155.66166275869352
1681,yugAFj4CR029cUG1DgCetwAAACMAARAD.jpg,211,211,65.86454141539294
1682,QJOeWqbBQzC7cKbmrX4GAwAAACMAARED.jpg,254,254,71.65584735296353
1682,ZXZ97omgTu-QzY6LWjEZdQAAACMAARED.jpg,254,254,71.65584735296353
1683,QdAmQzlhT8m6HpaL6Y2M1AAAACMAARAD.jpg,260,260,131.76466945747697
1683,tCklP_YvQSqi5Ou8t3jxkAAAACMAARAD.jpg,305,305,35.66298573510991
1684,iZI1e3NBRiucMTT6L1BSJQAAACMAARAD.jpg,227,227,190.65370110473654
1684,QdSRGoxIQCWzUvZIGY5SgQAAACMAARAD.jpg,150,150,519.7461258488888
1685,Qkf75wlcSfuVK7s3vQePMAAAACMAARAD.jpg,186,186,407.63623908566865
1685,pbrol11mTgmlQ7WkaWNeYAAAACMAARAD.jpg,290,290,96.55305563969624
1686,ow5HvxZ-S3yMCbSeNB4qbQAAACMAARAD.jpg,166,166,13.763849741966219
1686,QrK43iaTT8CmH_zi-wnYagAAACMAARAD.jpg,176,176,250.83100394402751
1687,erpA7q74SJaRdkcyoR2ATwAAACMAARAD.jpg,168,168,76.95048042003259
1687,R0dATBHpRSiCC5G7YxnleAAAACMAARAD.jpg,146,146,352.07439399151514
1688,REgcBt6RSROzFu5WUlLBpgAAACMAARAD.jpg,236,236,75.67822979069814
1688,THJbMa-4QLiF5QxCuAW7MAAAACMAARAD.jpg,211,211,241.2258262270886
1689,Rn8WjwfSQvGzzTt6n61sQwAAACMAARAD.jpg,189,189,1818.8000382786747
1689,pAHpR9XuSBOy_8SCMirjmwAAACMAARAD.jpg,173,173,1469.853772872855
1690,Ruxe3ZsKS9yuxwfhDwKdrQAAACMAARAD.jpg,261,261,435.184981394649
1690,jave6pCdRQG7iNjr9v1OiwAAACMAARAD.jpg,201,201,742.0366993803632
1691,SDAr2eMbRKaBf5BtobSNhQAAACMAARAD.jpg,168,168,701.3830611473112
1691,ZVKV3u5STcWyIgKpteOuPAAAACMAARAD.jpg,284,284,367.347267111475
1692,TlYzuednQJOQjPAWQMjr4wAAACMAARAD.jpg,515,515,24.0313772629252
1692,Ss4WljOtSNuO4HwqXsyv5gAAACMAARAD.jpg,340,340,23.539005758357177
1693,UBi6qyugTg-0m9rmbLwA4QAAACMAARAD.jpg,274,274,503.67607488077346
1693,Svn49sTiQeq7PSMPZ7nwQQAAACMAARAD.jpg,303,303,267.236901063752
1694,TEFLQnvgTku-QxWThxexbAAAACMAARAD.jpg,164,164,990.7419234685254
1694,Zip-BXc3R_GKKfgBTcEzigAAACMAARAD.jpg,120,120,1624.2377314621913
1695,b7Mj3G9nTOaITwhItuRXWgAAACMAARAD.jpg,139,139,44.00142229445323
1695,TVQPBVnGRaCuWaFLQpPuIwAAACMAARAD.jpg,191,191,29.937154488994906
1696,vjaAUYByRAOLXVq2J37mOQAAACMAARAD.jpg,198,198,98.7464753887537
1696,Tr7S0JNeQT-Mh3GdzUO5jQAAACMAARAD.jpg,223,223,65.00538351475163
1697,Tye251wZTvCEZluDfObpdwAAACMAARAD.jpg,153,153,108.72573819542569
1697,ae3Y7IpgSNyk5uRNE7pGiwAAACMAARAD.jpg,167,167,444.38230167200805
1698,U5M6pNpAQ-WtBhZ4l94kpQAAACMAARAD.jpg,213,213,87.8121668078356
1698,eCODwyslSWasMbM9gQmJ_AAAACMAARAD.jpg,314,314,541.2762522330211
1699,aSABwxqbReuV8gX9vkQF3gAAACMAARAD.jpg,192,192,393.90976487854385
1699,UFau3k7dSAaft0BPU44UdgAAACMAARAD.jpg,129,129,130.52692007779592
1700,X1raug3JQTOQL546aWOJOQAAACMAARAD.jpg,260,260,24.988434454107
1700,UHfZDB5dSHCCLA5c1jcSMwAAACMAARAD.jpg,370,370,25.930363020893083
1701,y2Bz6aleQueh2cwl6ssnAwAAACMAARAD.jpg,342,344,39.78074962820398
1701,UcG5ml3wTdmv-fwMTNfengAAACMAARAD.jpg,135,135,28.288715500685868
1702,UjMOtW4uR8y7X1xY1Q9eJgAAACMAARAD.jpg,267,267,430.2058704589563
1702,XlK5BGeQSj-p7ujrmJxnowAAACMAARAD.jpg,193,193,1293.0745158321554
1703,gUB599FIQ0iKUz-ft8QknQAAACMAARAD.jpg,285,285,38.21047577149718
1703,Uo15CVIpQbS37ZW-piTR0QAAACMAARAD.jpg,209,209,55.67674271302942
1704,V1YjXZ1QT3OilkzLaVO2ZQAAACMAARAD.jpg,250,250,546.676272634624
1704,ppmGFtg6SGGfckH2SADcvAAAACMAARAD.jpg,176,176,10.193746367322236
1705,VADjlhZMQ_acq0_NATLmJAAAACMAARAD.jpg,141,141,476.04344857991265
1705,WXTjRu-dTMW7OKHKGKjBSQAAACMAARAD.jpg,170,170,71.68074494318793
1706,V_6ckG5SRB22PKxvJ8rbVgAAACMAARAD.jpg,251,251,589.7626395605071
1706,i-FUOi6PQLu_s9IysZnt3AAAACMAARAD.jpg,162,162,2903.2408169486357
1707,eLBAIrkaRVe-H0Kv0_GD8wAAACMAARAD.jpg,692,692,67.9218433753613
1707,Vd1aewJ9SQCHDabVfoJsrQAAACMAARAD.jpg,189,189,144.56717605324573
1708,oxWV6lMOQm6pN_YEXY8p4AAAACMAARAD.jpg,351,351,34.86332250738366
1708,Ve0Wpd3hQD2qA7xxEq4nNgAAACMAARAD.jpg,234,234,43.68005956819301
1709,VoYqFBh5TZiN_z_WIWQGwQAAACMAARAD.jpg,256,256,126.48419212526642
1709,i1DNiAtGSomIF8aZpCiKUwAAACMAARAD.jpg,199,199,65.99333299282831
1710,Wlav3Ov5QwCaqv4UWMTYNQAAACMAARAD.jpg,306,306,933.7965241794226
1710,gPFLw6MVST6i57FHJNY3kQAAACMAARAD.jpg,201,201,118.83867708928813
1711,e3-cwxW9QW2wMRzIgwTaIAAAACMAARAD.jpg,250,250,377.74273349094403
1711,Wt7ivRwXSzySN9LmfLTI4gAAACMAARAD.jpg,223,223,597.9316190286575
1712,n3p6Uy3oR9S8uJSLosUTIQAAACMAARAD.jpg,184,184,121.88870121992824
1712,WtTbZMy7RECA3cnsSUmElwAAACMAARAD.jpg,193,193,69.97345743244377
1713,qg1H0mtTQ2W-d08yoGMUmAAAACMAARAD.jpg,303,303,61.283625364588396
1713,X2S4TRyeS1mIOR4JMWwJnwAAACMAARAD.jpg,325,325,45.1752899408284
1714,kPeki8rJTX29CTX5FTjACwAAACMAARAD.jpg,198,198,481.1285271754095
1714,XMmcD02aS7CvRy4WUb0gnAAAACMAARAD.jpg,249,249,245.35307809130165
1715,hBRZzm-5R3imDUmUdKzq8QAAACMAARAD.jpg,344,344,224.41983579367448
1715,Y0Z4w7ciSzmHSh6Pdc0D0AAAACMAARAD.jpg,274,274,152.422849599145
1716,Y5xQpDMqSxK4fRAog9kmzwAAACMAARAD.jpg,179,179,235.2631317626273
1716,rW0NBcyDTB-T8QCXz-m1HgAAACMAARAD.jpg,145,145,253.00475533995683
1717,Y65GtEiKQJmTql3qRiK1QwAAACMAARAD.jpg,176,176,330.90565476444567
1717,Zu4FhqGZQRSswC383USB5gAAACMAARAD.jpg,282,282,239.78079958214536
1718,YIizgCg5T_-ioyLSPq5flwAAACMAARAD.jpg,152,152,225.29490493778044
1718,oAvR26O1Tf2aRkfw3fq_yQAAACMAARAD.jpg,207,207,92.15617010935938
1719,YL5o9LNkQXGKoZsrCW7AeQAAACMAARAD.jpg,194,194,319.70655842387333
1719,xGCcz4gsRyKVguqcvjzQQwAAACMAARAD.jpg,147,147,938.261767428885
1720,gNu7bxVaRwK78tRdLm1XsAAAACMAARAD.jpg,864,864,111.72451291834601
1720,YOPDwgXVTYGhKwtFx_A9pwAAACMAARAD.jpg,273,273,151.926040588229
1721,YP-3tP9OS-K_7jFlSjoU5QAAACMAARAD.jpg,247,247,86.69198039652625
1721,gpt9nkriROmjxBEi7tNHbwAAACMAARAD.jpg,183,183,184.92875181796467
1722,aKup7PbHS3q9dAH9XHVVagAAACMAARAD.jpg,281,281,107.17717253239309
1722,YQFaPBujRMyRtYg__MlKUQAAACMAARAD.jpg,204,204,203.3339465212998
1723,ar15CFbjQ52ArG3ZxdZUngAAACMAARAD.jpg,224,224,115.78734871071114
1723,Yu8qgl_OSaaBImbzmuQ6kgAAACMAARAD.jpg,175,175,183.54400222947106
1724,Z01Z59h4RaGotlmU8cuauQAAACMAARAD.jpg,162,162,1420.4705830729824
1724,cqbV660mSHeQSuELld4KNgAAACMAARAD.jpg,128,128,5427.526363357902
1725,Z3NNGH8jS3WyH6x092XycQAAACMAARAD.jpg,151,151,135.63229703682447
1725,uNSxLzhVRKaOlqO-1dgMTwAAACMAARAD.jpg,193,193,90.35414137898552
1726,cPXeT-9bRQuF3bv7m6np3gAAACMAARAD.jpg,227,227,43.98410331634017
1726,ZHFUC338Qre34s2wpNdrGwAAACMAARAD.jpg,314,314,20.720635652571353
1727,llH7jW1FQoKYReoV4PF4ggAAACMAARAD.jpg,223,223,208.26654025759913
1727,ZYQqgyy4S1G1kZ_mcs6YCgAAACMAARAD.jpg,161,161,9.033634264269491
1728,__p5YavdTOaSktF2o7CxiwAAACMAARAD.jpg,182,182,1024.4920395106021
1728,wx6UghFgRVahKtb_7OK7EAAAACMAARAD.jpg,288,288,356.63372832503086
1729,_c3KFcG6QYi5UbPJak2WWgAAACMAARAD.jpg,214,214,210.9134867083552
1729,tDKGsrPBTDOssAzFX5EMzQAAACMAARAD.jpg,295,295,141.5130324401163
1730,luDU3aLpTpSpla5IZEQqMgAAACMAARAD.jpg,301,301,29.82312713057673
1730,_cyrQReiSfyTH-43uYWDhAAAACMAARAD.jpg,173,173,318.43353111457526
1731,jBYoOB5JTFiLI8_gghEmYgAAACMAARAD.jpg,232,232,573.7068291156003
1731,_czT0xy8TKiC4xo8LsRNxAAAACMAARAD.jpg,509,728,343.13945704774306
1732,_zSKCMl4S_eWuO0rA0lNOwAAACMAARAD.jpg,187,187,71.34477447696877
1732,w52N6NbYT2qka03wV8T94QAAACMAARAD.jpg,247,247,36.15449570255427
1733,eTw9E0VvSGWnBlYP7bRxiAAAACMAARAD.jpg,223,223,150.89453346215697
1733,a83Xk5lgToWhhSBapz-bvwAAACMAARAD.jpg,446,446,166.22407426978913
1734,thU5wSJ1Ts2QoPbM-uA5swAAACMAARAD.jpg,300,300,22.269951732222225
1734,aJcoK199Tne1C1zuSyzvbgAAACMAARAD.jpg,383,383,70.91973655506207
1735,aMIK7LIfSaewco6T6wvhhwAAACMAARAD.jpg,208,208,188.46465438522756
1735,xCWw3lwzTiadFG7PDDDmiAAAACMAARAD.jpg,176,176,34.066684991526365
1736,gB4WbmiIRqStIfpk7FBgWAAAACMAARAD.jpg,177,177,386.92535168709134
1736,acXsnzxGSJ-9RlcFxcdI-AAAACMAARAD.jpg,131,131,43.61706074617249
1737,nW_UrW01RKWj3EVfINkVFgAAACMAARAD.jpg,329,329,1984.637792051216
1737,atUYzHHgSVWkvD69h1kgLQAAACMAARAD.jpg,416,416,1777.4886587071887
1738,bUABOnYPR1GKZPYKrwMxaAAAACMAARAD.jpg,190,190,202.8408015408108
1738,wGpD5NRrR8O7HfTIn6NOGAAAACMAARAD.jpg,252,252,25.722002457734373
1739,doGYJxplRXynOBArWpE-lQAAACMAARAD.jpg,171,171,137.0569072324329
1739,bk3xU5pcRf-KYWmdYBfqzwAAACMAARAD.jpg,159,159,16.096950089545388
1740,cO83HP7PSICTuooXrDSeBwAAACMAARAD.jpg,351,351,6.893207035657178
1740,i-rLZLGMSASqbyGiOqk3YAAAACMAARAD.jpg,304,304,153.4106074566112
1741,cmCMBeDVSiuJdByJ-0eFVwAAACMAARAD.jpg,273,273,26.320182179456662
1741,vDYT6BlNRUSt1DGT7A3FOgAAACMAARAD.jpg,167,167,37.86124271986625
1742,mW72QSHUSJinaauNzzpPcQAAACMAARAD.jpg,309,309,8.010698912474007
1742,d5lusY6ESHePsFBtLZAAlAAAACMAARAD.jpg,294,294,9.57005793799086
1743,rYuhNssaRWKFeGwPs20zTwAAACMAARAD.jpg,179,179,38.393979618361016
1743,dGVAR_HSRqebxOXyWPSd9AAAACMAARAD.jpg,282,282,68.27106255182473
1744,dWzmd4d7QYmj6WGXx__DhwAAACMAARAD.jpg,312,312,42.42049417495393
1744,p5MHwqueRIKa-wf_BP6L3AAAACMAARAD.jpg,216,216,131.62666995796496
1745,dwH602gNRjK1sobVYgK5dgAAACMAARAD.jpg,257,257,99.76295432061545
1745,eXxu17ujQdihem-fMsBp9QAAACMAARAD.jpg,185,185,188.66092230069884
1746,hdflO06sT_ysltJHccfSPwAAACMAARAD.jpg,681,681,342.4867789901646
1746,eW9V3EoXStib9V2uqp3ClwAAACMAARAD.jpg,320,320,1111.4700529018403
1747,ezPOn2FGSBm8YdAlTiZmyQAAACMAARAD.jpg,177,177,772.749884629618
1747,hMFjlFiZS5iVi8YaJGUSmgAAACMAARAD.jpg,210,210,952.4834637188209
1748,f9jA6bZZRaqZ8OGwr2LwLAAAACMAARAD.jpg,197,197,1470.2371453544981
1748,z0Spj6kAR5m-4OXacUMMIwAAACMAARAD.jpg,194,194,1571.0334197591642
1749,rDVaX7KjTjeJtGcEGrZwfgAAACMAARAD.jpg,198,198,241.3423582120646
1749,fZsX1TDoRASlOh6GjyYvuQAAACMAARAD.jpg,214,214,99.58029150165021
1750,fxGWaZccRP-nm-PKf2oTJAAAACMAARED.jpg,403,403,405.30691608018935
1750,ow09v0fySYGxX27yWn6X-AAAACMAARED.jpg,403,403,405.30691608018935
1751,gXA_TD6MTBq1j7CJZjFV7gAAACMAARAD.jpg,204,204,36.52938906524636
1751,qOtPPGC9T7uB6-mBDp696gAAACMAARAD.jpg,168,168,9.995316782230654
1752,oqomOiphQn6i5u3CHSZLcwAAACMAARAD.jpg,177,177,349.2840036663608
1752,h1GSLCc7So6WnpJHzvZ2nwAAACMAARAD.jpg,239,239,358.76354105622215
1753,h4sMVdRHQdGuWX1PKSxY7wAAACMAARAD.jpg,266,266,216.91993258522245
1753,sxr5rbjoS3yPFw_zlnvKMAAAACMAARAD.jpg,219,219,25.378804686451453
1754,hAgHbvH8Tc-eMHAcsaZvewAAACMAARAD.jpg,302,302,88.15061819761287
1754,nSld7GbDSt6YRD8z0VXEoQAAACMAARAD.jpg,228,228,251.4000006903656
1755,kAOUJ1UhSL2954PU1fu1PgAAACMAARAD.jpg,157,157,1928.2644895886383
1755,hy5GeHU0SQm71dohZcj_5wAAACMAARAD.jpg,191,191,129.61127651631247
1756,iFkqo8tmRfudl3PMSZigngAAACMAARAD.jpg,325,325,41.933577718337595
1756,m0wCDn57TJC1veZt4ck3owAAACMAARAD.jpg,245,245,24.76184956143326
1757,qlPqMsmnSdW4TOkvb9FZcAAAACMAARAD.jpg,216,216,1989.4633138988318
1757,iWnBj4pNSxG30JZ5ygsiOQAAACMAARAD.jpg,262,262,619.7734424163054
1758,jYY4oGUdRZ6nf0oOa4TJtwAAACMAARAD.jpg,196,196,1409.3988772437406
1758,r6-dLEgxRJuWOiJAzN8tEAAAACMAARAD.jpg,180,180,513.6329381944445
1759,q1_HR22jTgyN-plxamRamwAAACMAARAD.jpg,172,172,367.31770311707965
1759,kM9YuiKgSXmA9qg48IkD6wAAACMAARAD.jpg,108,108,810.8719500303773
1760,wCbazsG4SgWiGhScSYZCWAAAACMAARAD.jpg,150,150,58.10179377777777
1760,kl5D2npMReK7rr1dFtbfIgAAACMAARAD.jpg,277,277,54.77222429750505
1761,y3T-32CvSiihDEiCmOXPrgAAACMAARAD.jpg,302,302,33.97787347691901
1761,n8pfE1DzQBiED-UYyetX7gAAACMAARAD.jpg,466,466,34.61185718681364
1762,nw6-1tyNQ6ev9LQQJxJaOgAAACMAARAD.jpg,150,150,779.2720228661727
1762,rGu7Vg3LRk2ZTAuNRy3RAgAAACMAARAD.jpg,182,182,815.0633070894127
1763,osTujBaASyqZZqO6cV9sTQAAACMAARAD.jpg,180,180,3130.9303779911597
1763,xicua_HSS_i0ybE-bPQ0CgAAACMAARAD.jpg,268,268,125.15193709865447
1764,pq5GjkbWRKSaGXVZSP2cFQAAACMAARAD.jpg,181,181,2838.8969839971987
1764,w41Sxc09QfWQti4jgqfzIAAAACMAARAD.jpg,135,135,3100.4251311705348
1765,tMvkhFo3TWeaCb9-TgxmoQAAACMAARAD.jpg,186,186,130.926102353331
1765,vghxe7ozR1OqCWR6imw0qQAAACMAARAD.jpg,255,255,69.48098592050702
1766,y2DNElacTlKcv4sX0P_44AAAACMAARAD.jpg,238,238,53.41950946044685
1766,uT-4WICFQBGJuay78l7FUgAAACMAARAD.jpg,206,206,108.82609577429697
1767,xEnPJidaT7qZCDbidn2vhgAAACMAARAD.jpg,260,260,216.82731970847482
1767,uY0fLay0RrqQXzZGt9dVuAAAACMAARAD.jpg,192,192,508.1544058028563
1768,wjGV-_k0R5WuMkJPBHCuWgAAACMAARAD.jpg,236,236,722.3326855356026
1768,vlHkkSjFTfOH1GtD6tj3LwAAACMAARAD.jpg,310,310,646.863729060736
1769,xvOtcULCTo-GfmYMoqGZ9QAAACMAARAD.jpg,228,228,3.93353346734656
1769,w0w2uwTfRdaq7MYxQjl5xgAAACMAARAD.jpg,341,341,23.23373480970211
1770,yFBA3GpgRM6rNy-Ohfs-LwAAACMAARAD.jpg,189,189,51.74129735724127
1770,wYH73vzYTWumKzz-nIKmmQAAACMAARAD.jpg,224,224,29.22883182344512
1781,XMbemnrcTG2OR1Ns10Qu3QAAACMAARAD.jpg,185,185,27.5209852523876
1781,0Tolu7cpRQurgl7b87DAOwAAACMAARAD.jpg,254,254,12.978831436652582
1781,sM7cbs-uQw2yT6JFxJVDMQAAACMAARAD.jpg,192,192,21.76374887463487
1781,8lDjXIJZRCW2b_XhVJX7dgAAACMAARAD.jpg,270,270,11.377012841688918
1781,miLuamg6Tx-rWnXEs7jOuwAAACMAARAD.jpg,290,290,30.259481939851348
1781,Kpo2dxkOSMGLuUAARIF44QAAACMAARAD.jpg,209,209,52.89967606328128
1781,iAT5TIVJR0y77Yi92FyU4QAAACMAARAD.jpg,191,191,29.218554716827917
1781,d1sSMlRGTjqe1gx-bbo6swAAACMAARAD.jpg,213,213,46.55932157176162
1785,6K1t43AoQDGWw8fU2Jyu-gAAACMAARAD.jpg,192,192,509.04106111585355
1785,K3sINDG5Spi7ysmkZrO-aAAAACMAARAD.jpg,170,170,1284.4457791884677
1785,Ig1gLrn2T9uc1D0bn3MMjwAAACMAARAD.jpg,177,177,1727.9513557265298
1785,voZg6cYgSbWcFjaM0cswGQAAACMAARAD.jpg,215,215,198.60632201476483
1785,1XcE6m3zSCur58X-hFtdTAAAACMAARAD.jpg,187,187,547.738455990893
1785,sPBvJuzrSGyankEK4WBGTAAAACMAARAD.jpg,181,181,272.440120867232
1785,tpD7HMHdSwiW8lRHokXsRwAAACMAARAD.jpg,218,218,1037.6633421340052
1785,_BwNKsaCRDGzPFLHiAQ2QgAAACMAARAD.jpg,296,296,145.19909608456442
1792,krGBsWt7QZq2UlEFwetRGQAAACMAARAD.jpg,221,221,29.94512690071376
1792,uYlCxpMHTeWEtno0puSPFAAAACMAARAD.jpg,211,211,156.4771382846247
1792,1oiW0N2eT0CLNKGG6LyFaQAAACMAARAD.jpg,188,188,128.05410678917204
1792,fiPk_1uwRfa8kmpZR47IDwAAACMAARAD.jpg,250,250,85.24602923622399
1792,UcKId7c0R0mFqWhve68rrwAAACMAARAD.jpg,227,227,209.84034488381639
1792,MWbaDJE0RIu14TlZUHNOLQAAACMAARAD.jpg,165,165,198.3220581822904
1792,Mh_i4FbxTIKnC43KETL1DAAAACMAARAD.jpg,175,175,186.19112788977927
1792,MvlC4_YQQyC5q87K7IILAQAAACMAARAD.jpg,195,195,107.91128636935197
1798,35EY1v2rSGSYkeZ-W59BpwAAACMAARAD.jpg,239,239,201.39752893709465
1798,R9gRcvtsSvOIGqrn6MTQ6gAAACMAARAD.jpg,279,279,504.51938062732063
1798,jSnDuSdxSOCmYPeRckbodwAAACMAARAD.jpg,210,210,802.0558610064736
1798,SpiajXWzQ8WeB3xsuedwfgAAACMAARAD.jpg,215,215,848.0926107912102
1806,9E3gq6i9QnqpQnMlI91rgAAAACMAARED.jpg,587,587,1627.9533586509167
1806,OCx_Oa6wRmy8LG6zG9ofnAAAACMAARAD.jpg,587,587,1627.9533586509167
1806,q7NZTbKzRFiLi1v1vuLYUAAAACMAARAD.jpg,524,524,138.4905370250374
1806,SVawHX_sScis7EtB_zm9WgAAACMAARAD.jpg,580,580,1653.382255712148
1806,O-K6M2cFRiykae-6m-gFfwAAACMAARED.jpg,524,524,138.4905370250374
1806,a0NOVEVNTsaiS5nIbfB8mAAAACMAARAD.jpg,604,604,1632.058814143318
1806,Buo77H_hQUOkyHmz8otyQAAAACMAARED.jpg,580,580,1653.382255712148
1806,13lD9vBzRDedqvhV_BCaawAAACMAARED.jpg,587,587,1627.9533586509167
1821,O1CN01g47h2w1dAoRpeaHXF_!!0-mtopupload.jpg,356,356,757.0244853739664
1821,O1CN0199QeI91SnmN32gQlQ_!!0-mtopupload.jpg,186,186,550.4494996611264
1821,O1CN01l4jhKI1MWw6tuOiFl_!!0-mtopupload.jpg,385,243,765.4056377310055
1834,1AyXaRO3R2S6jKOt1OTS-AAAACMAARAD.jpg,301,301,31.95244244885407
1834,Cvl0uE1AQ3iH3TZj1wLg7gAAACMAARAD.jpg,223,223,83.44918528787386
1834,ys37OeRHQeihQEND47FlgAAAACMAARAD.jpg,395,395,27.660563659418326
1845,O1CN01jSkG6m20s51cOyVmj_!!0-mtopupload.jpg,290,290,313.3926353993674
1845,O1CN01aYKWj81VZ4UyTg53x_!!0-mtopupload.jpg,748,595,222.42231014593554
1845,O1CN01t54UnQ1dyjcNR6Z5v_!!0-mtopupload.jpg,306,265,296.86441983934486
1855,f_5OW9npQxSJA8635ecYqgAAACMAARAD.jpg,187,187,21.770644819321024
1855,J7LW_jA6SwqaYUvbBwOhXQAAACMAARAD.jpg,432,432,14.58724619848716
1855,XRkbHeIDTxyMlkfcuNLCGAAAACMAARAD.jpg,247,247,66.14917736607597
1856,d1jmD_qNQ0KW3BICmXZ4zwAAACMAARAD.jpg,195,195,465.4802556683313
1856,sboM_F5wRRSC-VSOtFl2OAAAACMAARAD.jpg,307,307,481.64126281047766
1856,vCBy5v8ZTxmhIT_ho-n6uwAAACMAARAD.jpg,190,190,1534.923769132373
1857,654js6N5R2SihWFxkIp5EwAAACMAARAD.jpg,193,193,58.7306181857208
1857,psvcekR8QHiZD4ntWITeOgAAACMAARAD.jpg,252,252,23.26519023922511
1857,0nxret1wSGaJkpuJnsHtwgAAACMAARAD.jpg,202,202,30.987010462317937
1864,Iw8qJKMGQCuUk8x1j7Ml1QAAACMAARAD.jpg,191,191,94.90786403428534
1864,hOrVPWOCSEyxUXciArACsQAAACMAARAD.jpg,188,188,107.62385786271172
1864,oBglDHOfQa2osQOgPWshWwAAACMAARAD.jpg,308,308,26.815377162177803
1866,bV-hnNDwTf-33yZYLYgAdQAAACMAARAD.jpg,309,309,106.81084024062058
1866,27lzgXLkRhmoqlW4yBxbYQAAACMAARAD.jpg,203,203,212.37248382612836
1866,VG4gHBc7TRSPX2Dec7cLLgAAACMAARAD.jpg,208,208,130.22248325846758
1869,Qj9hOr7HSnyAz-qTdaIfJwAAACMAARAD.jpg,189,189,47.02223522013135
1869,DzgeJhXBRcqlZ2GVVaojoQAAACMAARAD.jpg,193,193,121.14885792803335
1869,agDN0HDERsSZSAVM85EWFgAAACMAARAD.jpg,258,258,38.11094604259154
1874,8in1TG3UTKu8d1tW-dszLQAAACMAARAD.jpg,551,551,136.55970228488064
1884,O1CN014aLslq1ZtSauLUyCe_!!0-mtopupload.jpg,401,401,242.20832211831848
1884,O1CN01KAh8IE1PBoh4k9CRH_!!0-mtopupload.jpg,401,401,242.20832211831848
1884,O1CN01Wf7Lu41zGEgN4Rsp2_!!0-mtopupload.jpg,185,185,469.7817343547325
1885,1tBX3qJMR9yoYAgbLOn2CgAAACMAARAD.jpg,187,187,156.88217261617078
1895,CZktQs9-QEmjaNb6o24TlgAAACMAARAD.jpg,206,206,271.0390329968852
1895,unZvTxBfR4iDuKuK56Ot2wAAACMAARAD.jpg,217,217,43.3830731402383
1895,EDJnsxJeSLuEYIi_Chrb1QAAACMAARAD.jpg,195,195,64.64799300712662
1909,9czlY3sRRC6Q8gDddSRuvgAAACMAARAD.jpg,220,220,131.76239173169523
1909,C6hv_lcwQN-Nn1g2zp2_BwAAACMAARAD.jpg,273,273,160.84640339932187
1909,MCgIJ-YNR8u_tyj5l-MeZAAAACMAARAD.jpg,228,228,259.8273846435785
1910,syL3ypOCR3O0i74c_sZtnwAAACMAARAD.jpg,189,189,170.44870941727189
1910,HUf9fA0zTiapfMBydVyGtwAAACMAARAD.jpg,198,198,22.04704519592997
1910,dp_JDcuzQ5mAei7F95bCCwAAACMAARAD.jpg,264,264,51.00199263621342
1912,REp3bsFUT-i6UCUKpFoWpQAAACMAARAD.jpg,186,186,314.3508781428179
1912,aqLVZ_TATeOt4Iu_xXbF0AAAACMAARAD.jpg,219,219,54.358303710117504
1912,kAdqAUQASuS7_RGZgWn2FAAAACMAARAD.jpg,257,257,50.31877865891795
1920,gCNf02uRRESZ0GxBV6gJOgAAACMAARAD.jpg,1236,1236,142.8742819027301
1920,vEAFSczLTD6dXaEaDIrd6wAAACMAARAD.jpg,361,361,23.59698273304157
1920,uX6TYGtISJyOsRZHyYwNbAAAACMAARAD.jpg,395,395,15.609077264861142
1924,tkT1cBkiQHC25qHtYYbg-gAAACMAARAD.jpg,266,266,488.1279555880282
1933,Q9f-qnk2SlCXkkJu3PP9qAAAACMAARAD.jpg,228,228,572.2849833695899
1933,7sG-d5TXQhGrHUrrUWRzOAAAACMAARAD.jpg,210,210,88.90225022444352
1933,W_ysjXsiRdWvuaMtVIMckQAAACMAARAD.jpg,306,306,2707.7536618860345
1934,MUx9VGjCQPCJ8p16BxarXQAAACMAARAD.jpg,221,221,343.73881410094197
1934,VGtazi9DT32TqoNzbWlBigAAACMAARAD.jpg,231,231,291.27239276994203
1934,0cuE2Cv9R6SjBy3sbxD0nwAAACMAARAD.jpg,387,387,663.0848083513907
1935,QALIxwWDRP-dS-613LOZFQAAACMAARAD.jpg,190,190,73.85769783841438
